Year,Tm,Attendance,AttendG,BatAge,PAge,BPF,PPF,#HOF,#A-S,#a-tA-S,Est. Payroll,TmName,TmColor,WSWin
2009,STL,"3,343,252","41,275",28.5,30.1,98,97,1,3,11,"$90,928,409.00",St. Louis Cardinals,#C41E3A,FALSE
2008,STL,"3,432,917","42,382",28.8,30.2,98,98,0,2,12,"$99,624,449.00",St. Louis Cardinals,#C41E3A,FALSE
2007,STL,"3,552,180","43,854",30.2,29.6,99,99,0,1,13,"$90,286,823.00",St. Louis Cardinals,#C41E3A,FALSE
2006,STL,"3,407,104","42,589",29.6,28.6,99,99,0,4,12,"$88,891,371.00",St. Louis Cardinals,#C41E3A,TRUE
2005,STL,"3,538,988","43,691",30.8,29.7,101,100,1,6,14,"$92,106,833.00",St. Louis Cardinals,#C41E3A,FALSE
2004,STL,"3,048,427","37,635",30.6,30.1,99,98,1,3,15,"$84,340,333.00",St. Louis Cardinals,#C41E3A,FALSE
2003,STL,"2,910,386","35,931",29.9,31.2,97,96,0,5,12,"$83,786,666.00",St. Louis Cardinals,#C41E3A,FALSE
2002,STL,"3,011,756","37,182",28.9,30.2,98,97,0,1,14,"$74,660,875.00",St. Louis Cardinals,#C41E3A,FALSE
2001,STL,"3,109,578","37,922",28.8,29.3,100,99,0,2,13,"$79,373,333.00",St. Louis Cardinals,#C41E3A,FALSE
2000,STL,"3,336,493","41,191",29.7,29.3,101,101,0,4,16,"$61,653,863.00",St. Louis Cardinals,#C41E3A,FALSE
1999,STL,"3,225,334","40,317",28.7,28.6,101,101,0,2,11,"$49,988,195.00",St. Louis Cardinals,#C41E3A,FALSE
1998,STL,"3,195,691","38,972",30.5,28.9,100,100,0,1,13,"$54,672,521.00",St. Louis Cardinals,#C41E3A,FALSE
1997,STL,"2,634,014","32,519",30,29.5,99,99,1,2,15,"$45,456,667.00",St. Louis Cardinals,#C41E3A,FALSE
1996,STL,"2,654,718","32,774",30.7,30.9,99,99,2,1,14,"$40,269,667.00",St. Louis Cardinals,#C41E3A,FALSE
1995,STL,"1,756,727","24,399",28.7,30.2,98,99,1,2,11,"$37,101,000.00",St. Louis Cardinals,#C41E3A,FALSE
1994,STL,"1,866,544","33,331",28.9,29.4,98,98,1,2,8,"$29,275,601.00",St. Louis Cardinals,#C41E3A,FALSE
1993,STL,"2,844,977","35,123",28,28.7,97,97,2,2,8,"$23,367,334.00",St. Louis Cardinals,#C41E3A,FALSE
1992,STL,"2,418,483","29,858",28.6,28.7,97,97,2,4,12,"$27,583,836.00",St. Louis Cardinals,#C41E3A,FALSE
1991,STL,"2,448,699","29,151",28.5,29.4,100,100,2,3,11,"$21,860,001.00",St. Louis Cardinals,#C41E3A,FALSE
1990,STL,"2,573,225","31,768",29.4,29.8,100,100,2,1,12,"$21,048,334.00",St. Louis Cardinals,#C41E3A,FALSE
1989,STL,"3,080,980","37,120",29.3,28.2,103,103,1,4,13,"$16,078,833.00",St. Louis Cardinals,#C41E3A,FALSE
1988,STL,"2,892,799","35,714",28.1,28.9,101,101,1,4,13,"$13,192,500.00",St. Louis Cardinals,#C41E3A,FALSE
1987,STL,"3,072,122","37,927",28.1,27.9,102,102,1,3,12,"$11,758,000.00",St. Louis Cardinals,#C41E3A,FALSE
1986,STL,"2,471,974","30,518",27.4,28.6,100,98,1,1,8,"$9,875,010.00",St. Louis Cardinals,#C41E3A,FALSE
1985,STL,"2,637,563","32,563",27.7,29,100,99,1,5,14,"$11,817,083.00",St. Louis Cardinals,#C41E3A,FALSE
1984,STL,"2,037,448","25,154",28.2,27,98,97,2,3,11,,St. Louis Cardinals,#C41E3A,FALSE
1983,STL,"2,317,914","28,616",27.5,27.7,101,100,2,3,11,,St. Louis Cardinals,#C41E3A,FALSE
1982,STL,"2,111,906","26,073",27.8,28.7,101,101,2,2,11,"$4,448,333.00",St. Louis Cardinals,#C41E3A,TRUE
1981,STL,"1,010,247","19,061",27.5,27.9,103,102,1,1,10,"$4,373,919.00",St. Louis Cardinals,#C41E3A,FALSE
1980,STL,"1,385,147","17,101",27.3,27.8,104,103,1,3,13,,St. Louis Cardinals,#C41E3A,FALSE
1979,STL,"1,627,256","19,845",27.4,26.4,102,102,2,4,11,,St. Louis Cardinals,#C41E3A,FALSE
1978,STL,"1,278,215","15,780",26.9,25.3,99,99,2,1,11,,St. Louis Cardinals,#C41E3A,FALSE
1977,STL,"1,659,287","19,991",26.3,25.7,99,99,2,2,11,,St. Louis Cardinals,#C41E3A,FALSE
1976,STL,"1,207,079","14,902",27.2,25.1,101,101,2,1,10,,St. Louis Cardinals,#C41E3A,FALSE
1975,STL,"1,695,270","20,674",28.2,26.6,104,104,3,2,13,,St. Louis Cardinals,#C41E3A,FALSE
1974,STL,"1,838,413","22,696",27.8,28.9,100,99,4,4,17,,St. Louis Cardinals,#C41E3A,FALSE
1973,STL,"1,574,046","19,433",27,28.6,100,100,4,3,13,"$775,325.00",St. Louis Cardinals,#C41E3A,FALSE
1972,STL,"1,196,894","15,544",27.6,27.9,99,99,4,4,9,,St. Louis Cardinals,#C41E3A,FALSE
1971,STL,"1,604,671","19,569",28.5,27.1,104,104,5,3,10,,St. Louis Cardinals,#C41E3A,FALSE
1970,STL,"1,629,736","20,120",27.6,26.4,102,102,5,3,12,"$534,500.00",St. Louis Cardinals,#C41E3A,FALSE
1969,STL,"1,682,783","21,035",29,27.9,100,99,5,2,15,"$676,100.00",St. Louis Cardinals,#C41E3A,FALSE
2007,TBD,"1,387,603","17,131",25.9,27,98,100,0,1,9,"$24,623,500.00",Tampa Bay Rays,#092C5C,FALSE
2006,TBD,"1,368,950","16,901",27.3,27,99,100,0,1,7,"$34,917,967.00",Tampa Bay Rays,#092C5C,FALSE
2005,TBD,"1,141,669","14,095",27.5,27.4,98,100,0,1,6,"$29,679,067.00",Tampa Bay Rays,#092C5C,FALSE
2004,TBD,"1,274,911","15,936",28.1,27.5,96,97,0,1,8,"$29,856,667.00",Tampa Bay Rays,#092C5C,FALSE
2003,TBD,"1,058,695","13,070",26.3,26.4,95,97,0,1,4,"$19,630,000.00",Tampa Bay Rays,#092C5C,FALSE
2002,TBD,"1,065,742","13,157",27.1,26.9,97,99,0,1,6,"$34,380,000.00",Tampa Bay Rays,#092C5C,FALSE
2001,TBD,"1,298,365","16,029",28.1,26.9,97,99,0,1,6,"$56,980,000.00",Tampa Bay Rays,#092C5C,FALSE
2000,TBD,"1,449,673","18,121",30.1,29.3,98,100,0,1,10,"$63,265,129.00",Tampa Bay Rays,#092C5C,FALSE
1999,TBD,"1,562,827","19,294",30.2,29.6,100,101,1,2,9,"$38,870,000.00",Tampa Bay Rays,#092C5C,FALSE
1998,TBD,"2,506,293","30,942",29.1,27.9,101,102,1,1,6,"$27,280,000.00",Tampa Bay Rays,#092C5C,FALSE
2019,TBR,"1,178,735","14,552",27.2,27.8,97,96,0,3,6,"$56,071,767.00",Tampa Bay Rays,#092C5C,FALSE
2018,TBR,"1,154,973","14,259",27.1,27.1,97,96,0,2,9,"$46,011,667.00",Tampa Bay Rays,#092C5C,FALSE
2017,TBR,"1,253,619","15,477",28.3,27.6,96,96,0,2,11,"$79,473,033.00",Tampa Bay Rays,#092C5C,FALSE
2016,TBR,"1,286,163","15,879",27.7,26.9,95,95,0,1,9,"$48,223,791.00",Tampa Bay Rays,#092C5C,FALSE
2015,TBR,"1,287,054","15,322",28.5,26.7,96,97,0,2,10,"$64,571,233.00",Tampa Bay Rays,#092C5C,FALSE
2014,TBR,"1,446,464","17,858",29.3,28.4,97,97,0,1,13,"$77,814,300.00",Tampa Bay Rays,#092C5C,FALSE
2013,TBR,"1,510,300","18,646",29.5,29,97,96,0,2,11,"$71,163,500.00",Tampa Bay Rays,#092C5C,FALSE
2012,TBR,"1,559,681","19,255",29.7,28.1,95,94,0,2,12,"$63,368,700.00",Tampa Bay Rays,#092C5C,FALSE
2011,TBR,"1,529,188","18,879",28.2,27.8,93,92,0,3,10,"$41,053,571.00",Tampa Bay Rays,#092C5C,FALSE
2010,TBR,"1,864,999","23,025",27.5,28,95,94,0,4,14,"$71,923,471.00",Tampa Bay Rays,#092C5C,FALSE
2009,TBR,"1,874,962","23,148",27.8,28.4,98,97,0,5,14,"$67,270,334.00",Tampa Bay Rays,#092C5C,FALSE
2008,TBR,"1,811,986","22,370",27,27.5,101,101,0,3,13,"$44,970,597.00",Tampa Bay Rays,#092C5C,FALSE
2019,TEX,"2,132,994","26,333",28.8,28.3,111,112,0,3,9,"$104,433,499.00",Texas Rangers,#003278,FALSE
2018,TEX,"2,107,107","26,014",27.4,30.4,110,111,0,1,9,"$106,099,628.00",Texas Rangers,#003278,FALSE
2017,TEX,"2,507,760","30,960",28.4,28.8,110,110,0,1,12,"$207,326,274.00",Texas Rangers,#003278,FALSE
2016,TEX,"2,710,402","33,462",28.4,28.8,107,108,0,2,13,"$212,117,760.00",Texas Rangers,#003278,FALSE
2015,TEX,"2,491,875","30,764",28.7,28.1,105,105,0,1,12,"$178,860,789.00",Texas Rangers,#003278,FALSE
2014,TEX,"2,718,733","33,565",28.4,27.9,104,104,0,2,15,"$129,801,239.00",Texas Rangers,#003278,FALSE
2013,TEX,"3,178,273","38,759",29.6,27.9,103,103,0,3,16,"$139,261,200.00",Texas Rangers,#003278,FALSE
2012,TEX,"3,460,280","42,720",29.7,28.8,109,107,0,8,17,"$124,119,900.00",Texas Rangers,#003278,FALSE
2011,TEX,"2,946,949","36,382",29.1,28.8,109,108,0,5,16,"$93,799,264.00",Texas Rangers,#003278,FALSE
2010,TEX,"2,505,171","30,928",28.3,27.6,109,108,1,6,16,"$56,474,374.00",Texas Rangers,#003278,FALSE
2009,TEX,"2,156,016","26,617",27.8,27.7,104,104,1,3,19,"$79,723,548.00",Texas Rangers,#003278,FALSE
2008,TEX,"1,945,677","24,021",27.7,28.1,101,102,0,4,13,"$68,037,326.00",Texas Rangers,#003278,FALSE
2007,TEX,"2,353,862","29,060",29.4,27.7,101,101,0,1,13,"$68,643,675.00",Texas Rangers,#003278,FALSE
2006,TEX,"2,388,757","29,491",28.4,28.3,101,101,0,2,15,"$68,228,662.00",Texas Rangers,#003278,FALSE
2005,TEX,"2,525,221","31,176",27.9,30.5,106,105,0,4,17,"$55,849,000.00",Texas Rangers,#003278,FALSE
2004,TEX,"2,513,685","31,033",27.7,30.6,108,108,0,5,14,"$55,050,417.00",Texas Rangers,#003278,FALSE
2003,TEX,"2,094,394","25,857",28.4,28.1,111,111,0,2,13,"$103,491,667.00",Texas Rangers,#003278,FALSE
2002,TEX,"2,352,397","29,042",29,29.7,106,106,1,1,12,"$105,726,122.00",Texas Rangers,#003278,FALSE
2001,TEX,"2,831,021","34,525",29.9,28.5,104,104,1,2,15,"$88,633,500.00",Texas Rangers,#003278,FALSE
2000,TEX,"2,588,401","31,956",29.5,28.7,101,102,1,1,11,"$70,795,921.00",Texas Rangers,#003278,FALSE
1999,TEX,"2,771,469","34,216",30.8,30.1,104,104,1,4,12,"$76,709,931.00",Texas Rangers,#003278,FALSE
1998,TEX,"2,927,399","36,141",29.9,29.9,104,103,1,4,10,"$56,752,095.00",Texas Rangers,#003278,FALSE
1997,TEX,"2,945,228","36,361",28.3,29.7,105,105,1,1,9,"$53,448,838.00",Texas Rangers,#003278,FALSE
1996,TEX,"2,889,020","35,667",29.4,30.5,105,105,1,2,13,"$39,041,528.00",Texas Rangers,#003278,FALSE
1995,TEX,"1,985,910","27,582",29.1,30.6,103,103,1,2,10,"$34,581,451.00",Texas Rangers,#003278,FALSE
1994,TEX,"2,503,198","39,733",27.4,29,99,100,1,2,14,"$32,973,597.00",Texas Rangers,#003278,FALSE
1993,TEX,"2,244,616","27,711",27.6,30.3,96,96,2,2,13,"$36,376,959.00",Texas Rangers,#003278,FALSE
1992,TEX,"2,198,231","27,139",27.3,29.6,97,97,2,3,15,"$30,128,167.00",Texas Rangers,#003278,FALSE
1991,TEX,"2,297,720","28,367",27.7,29,98,99,3,3,14,"$18,224,500.00",Texas Rangers,#003278,FALSE
1990,TEX,"2,057,911","25,096",27.5,30.3,100,100,2,1,12,"$15,597,872.00",Texas Rangers,#003278,FALSE
1989,TEX,"2,043,993","25,234",27.1,29.8,102,102,2,4,17,"$11,893,781.00",Texas Rangers,#003278,FALSE
1988,TEX,"1,581,901","19,530",26.7,28,102,102,0,1,9,"$6,385,631.00",Texas Rangers,#003278,FALSE
1987,TEX,"1,763,053","21,766",26.3,27.6,100,100,0,1,9,"$5,992,718.00",Texas Rangers,#003278,FALSE
1986,TEX,"1,692,002","20,889",27.3,26.4,102,103,0,1,11,"$6,743,119.00",Texas Rangers,#003278,FALSE
1985,TEX,"1,112,497","13,906",29.1,29.2,101,102,0,1,10,"$7,676,500.00",Texas Rangers,#003278,FALSE
1984,TEX,"1,102,471","13,781",28.4,29.2,103,103,0,1,9,,Texas Rangers,#003278,FALSE
1983,TEX,"1,363,469","16,833",28.7,29.2,97,98,0,1,11,,Texas Rangers,#003278,FALSE
1982,TEX,"1,154,432","14,252",28.3,29,94,95,0,1,12,,Texas Rangers,#003278,FALSE
1981,TEX,"850,076","15,180",29.9,29.5,94,94,1,2,10,,Texas Rangers,#003278,FALSE
1980,TEX,"1,198,175","14,977",30,31,96,96,2,2,14,,Texas Rangers,#003278,FALSE
1979,TEX,"1,519,671","18,761",27.8,29.3,98,98,1,1,16,,Texas Rangers,#003278,FALSE
1978,TEX,"1,447,963","17,658",28.9,29,100,99,1,2,15,,Texas Rangers,#003278,FALSE
1977,TEX,"1,250,722","15,441",28.5,30,101,101,2,1,18,"$1,104,000.00",Texas Rangers,#003278,FALSE
1976,TEX,"1,164,982","14,382",26.4,29,102,102,2,1,14,,Texas Rangers,#003278,FALSE
1975,TEX,"1,127,924","14,099",26.4,29.9,99,99,2,2,18,,Texas Rangers,#003278,FALSE
1974,TEX,"1,193,902","14,924",27,28.1,97,98,1,2,15,"$579,500.00",Texas Rangers,#003278,FALSE
1973,TEX,"686,085","8,470",26.4,26.1,95,97,0,2,12,"$473,600.00",Texas Rangers,#003278,FALSE
1972,TEX,"662,974","8,610",26.1,25.6,96,98,0,1,6,"$194,700.00",Texas Rangers,#003278,FALSE
2019,TOR,"1,750,144","21,607",25.9,28,97,98,0,1,5,"$64,680,671.00",Toronto Blue Jays,#134A8E,FALSE
2018,TOR,"2,325,281","28,707",29,29.3,98,99,0,1,11,"$151,670,772.00",Toronto Blue Jays,#134A8E,FALSE
2017,TOR,"3,203,886","39,554",31,28.8,101,102,0,2,14,"$158,890,575.00",Toronto Blue Jays,#134A8E,FALSE
2016,TOR,"3,392,099","41,878",30.1,29.8,102,101,0,5,17,"$182,690,767.00",Toronto Blue Jays,#134A8E,FALSE
2015,TOR,"2,794,891","34,505",29.6,29.2,103,102,0,3,19,"$117,917,400.00",Toronto Blue Jays,#134A8E,FALSE
2014,TOR,"2,375,525","29,327",29.2,29.6,100,99,0,3,14,"$136,466,200.00",Toronto Blue Jays,#134A8E,FALSE
2013,TOR,"2,536,562","31,316",29,30.9,102,103,0,4,12,"$124,517,800.00",Toronto Blue Jays,#134A8E,FALSE
2012,TOR,"2,099,663","25,922",27.8,27.8,102,103,0,1,10,"$82,352,700.00",Toronto Blue Jays,#134A8E,FALSE
2011,TOR,"1,818,103","22,446",28.3,27.6,104,104,0,2,6,"$64,567,800.00",Toronto Blue Jays,#134A8E,FALSE
2010,TOR,"1,495,482","19,173",29.3,28,102,101,0,3,8,"$62,734,000.00",Toronto Blue Jays,#134A8E,FALSE
2009,TOR,"1,876,129","23,162",29.9,28.4,100,99,1,2,12,"$83,964,500.00",Toronto Blue Jays,#134A8E,FALSE
2008,TOR,"2,399,786","29,627",31,28.6,97,97,2,1,13,"$97,793,900.00",Toronto Blue Jays,#134A8E,FALSE
2007,TOR,"2,360,644","29,144",30.5,27.3,100,99,2,1,10,"$81,942,800.00",Toronto Blue Jays,#134A8E,FALSE
2006,TOR,"2,302,212","28,422",28.6,28.1,100,100,1,5,11,"$71,365,000.00",Toronto Blue Jays,#134A8E,FALSE
2005,TOR,"2,014,995","24,876",28,28.2,102,102,1,2,8,"$45,719,500.00",Toronto Blue Jays,#134A8E,FALSE
2004,TOR,"1,900,041","23,457",28,28.6,104,104,1,1,8,"$50,017,000.00",Toronto Blue Jays,#134A8E,FALSE
2003,TOR,"1,799,458","22,216",28.4,29,104,104,1,3,6,"$51,269,000.00",Toronto Blue Jays,#134A8E,FALSE
2002,TOR,"1,637,900","20,221",27.2,27.4,104,103,1,1,11,"$76,864,333.00",Toronto Blue Jays,#134A8E,FALSE
2001,TOR,"1,915,438","23,359",28.2,28.5,102,102,1,1,13,"$76,895,999.00",Toronto Blue Jays,#134A8E,FALSE
2000,TOR,"1,705,712","21,058",28.1,28.9,103,103,1,3,12,"$46,038,332.00",Toronto Blue Jays,#134A8E,FALSE
1999,TOR,"2,163,464","26,709",28.3,27.9,100,100,1,2,14,"$45,444,333.00",Toronto Blue Jays,#134A8E,FALSE
1998,TOR,"2,454,303","30,300",28.9,30.3,99,99,1,1,20,"$51,376,000.00",Toronto Blue Jays,#134A8E,FALSE
1997,TOR,"2,589,297","31,967",29.6,28.8,99,99,0,2,17,"$47,079,833.00",Toronto Blue Jays,#134A8E,FALSE
1996,TOR,"2,559,573","31,600",28.6,28.3,99,100,0,1,12,"$30,555,083.00",Toronto Blue Jays,#134A8E,FALSE
1995,TOR,"2,826,483","39,257",28.9,28.7,99,100,2,1,15,"$50,590,000.00",Toronto Blue Jays,#134A8E,FALSE
1994,TOR,"2,907,933","49,287",29.3,29,100,100,2,4,14,"$43,433,668.00",Toronto Blue Jays,#134A8E,FALSE
1993,TOR,"4,057,947","50,098",29.2,29.5,101,100,4,7,18,"$47,279,166.00",Toronto Blue Jays,#134A8E,TRUE
1992,TOR,"4,028,318","49,732",29.3,30,104,103,3,3,20,"$44,788,666.00",Toronto Blue Jays,#134A8E,TRUE
1991,TOR,"4,001,527","49,402",27.6,28.2,104,103,1,3,16,"$19,902,417.00",Toronto Blue Jays,#134A8E,FALSE
1990,TOR,"3,885,284","47,966",26.9,29,106,105,0,3,14,"$19,259,334.00",Toronto Blue Jays,#134A8E,FALSE
1989,TOR,"3,375,883","41,678",27.9,29,95,94,0,2,18,"$16,586,666.00",Toronto Blue Jays,#134A8E,FALSE
1988,TOR,"2,595,175","32,039",27.4,28.9,100,98,0,1,15,"$14,412,725.00",Toronto Blue Jays,#134A8E,FALSE
1987,TOR,"2,778,429","34,302",27.8,27.8,102,101,1,3,18,"$10,765,401.00",Toronto Blue Jays,#134A8E,FALSE
1986,TOR,"2,455,477","30,315",28.4,27.7,103,101,0,3,16,"$12,801,047.00",Toronto Blue Jays,#134A8E,FALSE
1985,TOR,"2,468,925","30,862",27.7,28.9,104,102,0,4,17,"$9,329,217.00",Toronto Blue Jays,#134A8E,FALSE
1984,TOR,"2,110,009","26,049",27.7,27.8,104,103,0,3,12,,Toronto Blue Jays,#134A8E,FALSE
1983,TOR,"1,930,415","23,832",27.7,26.5,106,106,0,1,12,,Toronto Blue Jays,#134A8E,FALSE
1982,TOR,"1,275,978","15,753",26.5,25.6,109,110,0,1,9,,Toronto Blue Jays,#134A8E,FALSE
1981,TOR,"755,083","14,247",25.8,25.8,106,107,0,1,9,,Toronto Blue Jays,#134A8E,FALSE
1980,TOR,"1,400,327","17,288",25.8,26,105,107,0,1,10,,Toronto Blue Jays,#134A8E,FALSE
1979,TOR,"1,431,651","17,675",26.7,25.5,100,102,0,1,7,,Toronto Blue Jays,#134A8E,FALSE
1978,TOR,"1,562,585","19,291",27,25.9,101,103,0,1,8,,Toronto Blue Jays,#134A8E,FALSE
1977,TOR,"1,701,052","21,263",27,25.7,100,103,0,1,7,"$326,500.00",Toronto Blue Jays,#134A8E,FALSE
2019,WSN,"2,259,781","27,899",28.7,30.8,106,104,0,2,14,"$203,016,595.00",Washington Nationals,#AB0003,TRUE
2018,WSN,"2,529,604","31,230",27.5,30.2,106,105,0,2,14,"$188,886,699.00",Washington Nationals,#AB0003,FALSE
2017,WSN,"2,524,980","31,173",29.2,30.1,104,103,0,5,14,"$175,587,301.00",Washington Nationals,#AB0003,FALSE
2016,WSN,"2,481,938","30,641",28.8,29.1,103,102,0,5,14,"$152,967,400.00",Washington Nationals,#AB0003,FALSE
2015,WSN,"2,619,843","32,344",28.4,28.6,102,101,0,2,15,"$176,496,372.00",Washington Nationals,#AB0003,FALSE
2014,WSN,"2,579,389","31,844",28.8,28.3,104,102,0,2,15,"$137,235,080.00",Washington Nationals,#AB0003,FALSE
2013,WSN,"2,652,422","32,746",27.7,27.7,103,101,0,2,14,"$112,493,250.00",Washington Nationals,#AB0003,FALSE
2012,WSN,"2,370,794","29,269",27.2,27,101,101,0,4,14,"$92,386,000.00",Washington Nationals,#AB0003,FALSE
2011,WSN,"1,940,478","24,256",28.4,27.6,100,100,1,1,10,"$68,492,928.00",Washington Nationals,#AB0003,FALSE
2010,WSN,"1,828,066","22,569",29.1,28,99,100,1,1,12,"$67,701,000.00",Washington Nationals,#AB0003,FALSE
2009,WSN,"1,817,226","22,435",28.3,27.4,99,101,0,1,11,"$64,384,000.00",Washington Nationals,#AB0003,FALSE
2008,WSN,"2,320,400","29,005",27.7,27.3,98,100,0,1,13,"$54,961,000.00",Washington Nationals,#AB0003,FALSE
2007,WSN,"1,943,812","23,998",27.9,27.5,94,95,0,1,9,"$36,947,500.00",Washington Nationals,#AB0003,FALSE
2006,WSN,"2,153,056","26,581",28.5,28.9,94,95,0,1,10,"$63,143,000.00",Washington Nationals,#AB0003,FALSE
2005,WSN,"2,731,993","33,728",29.3,28.9,95,96,0,2,14,"$48,581,500.00",Washington Nationals,#AB0003,FALSE
